名字,tier,entity_type,业界/学界/其他,组织,研究方向,简介,tier_reason,Twitter,活跃情况,备注,source_authority,last_tweet_at,avg_interval_days,arxiv_author_query,openalex_url,scholar_url,github_url,personal_url,arxiv_homepage_url,affiliation_regex,orcid,关联信号,论文链接
Richard Socher,P0,person,,,,,NLP 先驱（GloVe/递归网络），you.com CEO,https://x.com/RichardSocher,,[2026-06扩充] 来源:graph · 赛道:认知模型·NLP,,,,"au:""Richard Socher""",https://openalex.org/A5059955534,,,,,,,"x:2061560360394780844,x:2062663178178404420","https://x.com/RichardSocher/status/2062663178178404420
https://x.com/RichardSocher/status/2061560360394780844"
Martin Casado,P0,person,,,,,a16z 普通合伙人，AI 投资风向,https://x.com/martin_casado,,[2026-06扩充] 来源:graph · 赛道:产业·投资,,,,"au:""Martin Casado""",,,,,,,,"x:2061476156038402129,x:2061314273859531169,x:2061291645455245705,x:2061293175965102589,x:2061521620959993981,x:2061484327708553519,x:2062206027819594163,x:2062600656175931502,x:2062729506910286137,x:2064002191418102073,x:2064180309273595908","https://x.com/martin_casado/status/2062600656175931502
https://x.com/martin_casado/status/2062729506910286137
https://x.com/jon_barron/status/2061476156038402129
https://x.com/martin_casado/status/2061314273859531169
https://x.com/martin_casado/status/2061293175965102589
https://x.com/martin_casado/status/2061291645455245705
https://x.com/martin_casado/status/2061484327708553519
https://x.com/martin_casado/status/2061521620959993981
https://x.com/martin_casado/status/2062206027819594163
https://x.com/martin_casado/status/2064002191418102073
https://x.com/martin_casado/status/2064180309273595908"
Sander Dieleman,P0,person,,,,,DeepMind，WaveNet/扩散模型领军,https://x.com/sedielem,,[2026-06扩充] 来源:graph · 赛道:多模态·生成,,,,"au:""Sander Dieleman""",https://openalex.org/A5034960578,,,,,,,"x:2061375507824882038,x:2061868168163787082,x:2062610871776375280,x:2062906503502168264,x:2063407688218763664,x:2064477508586582352","https://x.com/sedielem/status/2062610871776375280
https://x.com/sedielem/status/2062906503502168264
https://x.com/sedielem/status/2063407688218763664
https://x.com/sedielem/status/2061375507824882038
https://x.com/sedielem/status/2061868168163787082
https://x.com/sedielem/status/2064477508586582352"
David Ha,P0,person,,,,,Sakana AI 联创，World Models 作者,https://x.com/hardmaru,,[2026-06扩充] 来源:graph · 赛道:认知模型,,,,"au:""David Ha""",,,,,,,,,
Jeff Clune,P0,person,,,,,open-endedness / AI-generating algorithms 领军,https://x.com/jeffclune,,[2026-06扩充] 来源:graph · 赛道:认知模型,,,,"au:""Jeff Clune""",https://openalex.org/A5112191507,,,,,,,x:2062021525197439339,https://x.com/jeffclune/status/2062021525197439339
Jack Clark,P0,person,,,,,Anthropic 联创，Import AI newsletter 作者,https://x.com/jackclarkSF,,[2026-06扩充] 来源:graph · 赛道:产业·政策,,,,"au:""Jack Clark""",,,,,,,,"rss:b4b99984a8b5f8cc,x:2062533084424319128","https://x.com/jackclarkSF/status/2062533084424319128
https://importai.substack.com/p/import-ai-459-ai-oversight-is-difficult"
James Zou,P0,person,,,,,Stanford AI4Health 领军,https://x.com/james_y_zou,,[2026-06扩充] 来源:graph · 赛道:AI4Science,,,,"au:""James Zou""",https://openalex.org/A5005779176,,,,,,,"x:2062013741194231994,x:2062184563737297038,x:2062184566170046680,x:2062334909809906075,x:2064133496810147939","https://x.com/james_y_zou/status/2062334909809906075
https://x.com/xwang_lk/status/2062013741194231994
https://x.com/james_y_zou/status/2062184566170046680
https://x.com/james_y_zou/status/2062184563737297038
https://x.com/james_y_zou/status/2064133496810147939"
Jeremy Howard,P0,person,,,,,fast.ai 联创，Answer.AI,https://x.com/jeremyphoward,,[2026-06扩充] 来源:graph · 赛道:认知模型·教育,,,,"au:""Jeremy Howard""",https://openalex.org/A5007075789,,,,,,,x:2064076549658460207,https://x.com/jeremyphoward/status/2064076549658460207
Nando de Freitas,P0,person,,,,,DeepMind 研究 VP,https://x.com/NandoDF,,[2026-06扩充] 来源:graph · 赛道:认知模型,,,,"au:""Nando de Freitas""",https://openalex.org/A5082304130,,,,,,,"x:2061901884042985728,x:2062794904946802770,x:2063938859583389837,x:2064340912184930316","https://x.com/NandoDF/status/2062794904946802770
https://x.com/NandoDF/status/2061901884042985728
https://x.com/NandoDF/status/2063938859583389837
https://x.com/NandoDF/status/2064340912184930316"
Ed H. Chi,P0,person,,,,,DeepMind 研究 VP，LaMDA,https://x.com/edchi,,[2026-06扩充] 来源:graph · 赛道:认知模型,,,,"au:""Ed H. Chi""",,,,,,,,"x:2061719667941798321,x:2063148933728411906","https://x.com/edchi/status/2063148933728411906
https://x.com/edchi/status/2061719667941798321"
Kevin Murphy,P0,person,,,,,概率机器学习经典教材作者，DeepMind,https://x.com/sirbayes,,[2026-06扩充] 来源:graph · 赛道:认知模型,,,,"au:""Kevin Murphy""",,,,,,,,x:2062739173845631279,https://x.com/sirbayes/status/2062739173845631279
Alexander M. Rush,P0,person,,,,,NLP 领军，Cornell / Hugging Face,https://x.com/srush_nlp,,[2026-06扩充] 来源:graph · 赛道:认知模型·NLP,,,,"au:""Alexander M. Rush""",,,,,,,,,
Junyang Lin,P0,person,,,,,阿里 Qwen 团队负责人,https://x.com/JustinLin610,,[2026-06扩充] 来源:graph · 赛道:认知模型,,,,"au:""Junyang Lin""",https://openalex.org/A5100612233,,,,,,,x:2062581295079940598,https://x.com/JustinLin610/status/2062581295079940598
Guillaume Lample,P0,person,,,,,Mistral 联创/首席科学家，LLaMA 作者,https://x.com/GuillaumeLample,,[2026-06扩充] 来源:graph · 赛道:认知模型,,,,"au:""Guillaume Lample""",,,,,,,,,
David Luan,P0,person,,,,,Amazon AGI SF lab、Adept 联创,https://x.com/jluan,,[2026-06扩充] 来源:graph · 赛道:认知模型,,,,"au:""David Luan""",,,,,,,,,
Tatsunori Hashimoto,P0,person,,,,,Stanford LLM 评测/对齐,https://x.com/tatsu_hashimoto,,[2026-06扩充] 来源:graph · 赛道:认知模型,,,,"au:""Tatsunori Hashimoto""",,,,,,,,,
Jacob Steinhardt,P0,person,,,,,AI 对齐/可解释，Transluce/Berkeley,https://x.com/JacobSteinhardt,,[2026-06扩充] 来源:graph · 赛道:AI安全,,,,"au:""Jacob Steinhardt""",,,,,,,,,
Yuke Zhu,P0,person,,,,,具身智能领军，UT Austin / NVIDIA GEAR,https://x.com/yukez,,[2026-06扩充] 来源:graph · 赛道:世界模型·具身,,,,"au:""Yuke Zhu""",,,,,,,,x:2061556614545686783,https://x.com/yukez/status/2061556614545686783
Kyunghyun Cho,P0,person,,,,,注意力机制/神经机器翻译先驱，NYU,https://x.com/kchonyc,,[2026-06扩充] 来源:graph · 赛道:认知模型,,,,"au:""Kyunghyun Cho""",,,,,,,,"x:2061914616859402333,x:2061913197758521501,x:2061886926513197563,x:2061811561170121076,x:2063415609203851290,x:2063058586100511123,arxiv:2606.07760,x:2064383908519510084,x:2064383911711453280,x:2064146556308083101,x:2064146558774296916","https://x.com/kchonyc/status/2063415609203851290
https://x.com/kchonyc/status/2063058586100511123
https://x.com/kchonyc/status/2061886926513197563
https://x.com/kchonyc/status/2061914616859402333
https://x.com/kchonyc/status/2061913197758521501
https://x.com/kchonyc/status/2061811561170121076
https://arxiv.org/abs/2606.07760
https://x.com/kchonyc/status/2064146556308083101
https://x.com/kchonyc/status/2064383911711453280
https://x.com/kchonyc/status/2064383908519510084
https://x.com/kchonyc/status/2064146558774296916"
Christopher Potts,P0,person,,,,,Stanford NLP Group 负责人,https://x.com/ChrisGPotts,,[2026-06扩充] 来源:graph · 赛道:认知模型·NLP,,,,"au:""Christopher Potts""",,,,,,,,"x:2061467795259593002,x:2061467797528678517,x:2061462437807923329,x:2061462468652839175,x:2061462470443901155,x:2062266721172697304,x:2062266723143999825,x:2062591771222405142,x:2062591773931909389,x:2062593196526641172,x:2062556994561798195,x:2062917454150709336,x:2062917455383789785,x:2064020791956824178,x:2064020803654648232,x:2064020804954886144,x:2064369577082196068,x:2064369582668992876,x:2064369584078229913","https://x.com/ChrisGPotts/status/2062591773931909389
https://x.com/ChrisGPotts/status/2062556994561798195
https://x.com/ChrisGPotts/status/2062591771222405142
https://x.com/ChrisGPotts/status/2062593196526641172
https://x.com/ChrisGPotts/status/2062917455383789785
https://x.com/ChrisGPotts/status/2062917454150709336
https://x.com/ChrisGPotts/status/2061462470443901155
https://x.com/ChrisGPotts/status/2061462437807923329
https://x.com/ChrisGPotts/status/2061467795259593002
https://x.com/ChrisGPotts/status/2061462468652839175
https://x.com/ChrisGPotts/status/2061467797528678517
https://x.com/ChrisGPotts/status/2062266723143999825
https://x.com/ChrisGPotts/status/2062266721172697304
https://x.com/ChrisGPotts/status/2064020803654648232
https://x.com/ChrisGPotts/status/2064020791956824178
https://x.com/ChrisGPotts/status/2064020804954886144
https://x.com/ChrisGPotts/status/2064369577082196068
https://x.com/ChrisGPotts/status/2064369582668992876
https://x.com/ChrisGPotts/status/2064369584078229913"
Aditya Ramesh,P0,person,,,,,DALL·E / Sora 研究 VP，OpenAI,https://x.com/model_mechanic,,[2026-06扩充] 来源:graph · 赛道:多模态·生成,,,,"au:""Aditya Ramesh""",,,,,,,,,
Matei Zaharia,P0,person,,,,,Spark 作者、Databricks CTO，Berkeley,https://x.com/matei_zaharia,,[2026-06扩充] 来源:graph · 赛道:AI infra·数据,,,,"au:""Matei Zaharia""",https://openalex.org/A5005554337,,,,,,,x:2062263842445615476,https://x.com/matei_zaharia/status/2062263842445615476
Shixiang Shane Gu,P0,person,,,,,Gemini RL，DeepMind,https://x.com/shaneguML,,[2026-06扩充] 来源:graph · 赛道:认知模型·RL,,,,"au:""Shixiang Shane Gu""",,,,,,,,"x:2063047777291325793,x:2063047779216412883,x:2062933356401373314,x:2063060418810274091,x:2063060420680880609","https://x.com/shaneguML/status/2063047779216412883
https://x.com/shaneguML/status/2063047777291325793
https://x.com/shaneguML/status/2062933356401373314
https://x.com/shaneguML/status/2063060420680880609
https://x.com/shaneguML/status/2063060418810274091"
Jonathan Frankle,P0,person,,,,,lottery ticket 假说、MosaicML，Databricks 首席 AI 科学家,https://x.com/jefrankle,,[2026-06扩充] 来源:graph · 赛道:认知模型,,,,"au:""Jonathan Frankle""",,,,,,,,"x:2061554777142538733,x:2062702837952291007","https://x.com/jefrankle/status/2062702837952291007
https://x.com/jefrankle/status/2061554777142538733"
Arvind Narayanan,P0,person,,,,,Princeton CS 教授，AI Snake Oil，AI 治理领军,https://x.com/random_walker,,[2026-06扩充] 来源:graph · 赛道:AI安全·治理,,,,"au:""Arvind Narayanan""",https://openalex.org/A5058102069,,,,,,,"x:2062253471718330562,x:2064375137009340568,x:2064339103970111499","https://x.com/random_walker/status/2062253471718330562
https://x.com/random_walker/status/2064375137009340568
https://x.com/random_walker/status/2064339103970111499"
NVIDIA AI,P0,company,业界,,,,NVIDIA 官方 AI，算力+研究旗舰,https://x.com/NVIDIAAI,,[2026-06扩充] 来源:seed · 赛道:AI infra·机构,,,,,,,,,,,,,
ByteDance Seed,P0,company,业界,,,,字节跳动 AI（Seed/豆包），handle 待 Stage3 补,,,[2026-06扩充] 来源:seed · 赛道:产业·机构,,,,,,,,,,,,,
Lucas Beyer,P0,person,,,,,ViT 作者，OpenAI,https://x.com/giffmana,,[2026-06扩充] 来源:seed · 赛道:多模态,,,,"au:""Lucas Beyer""",,,,,,,,"x:2061383812194398465,x:2062632113040478576,x:2062564301148168379,x:2062434658696970451,x:2064078394485014696,x:2064446918541881734,x:2064438217948954710,x:2064435252425101549,x:2064406912477651331","https://x.com/giffmana/status/2062434658696970451
https://x.com/giffmana/status/2062632113040478576
https://x.com/giffmana/status/2062564301148168379
https://x.com/giffmana/status/2061383812194398465
https://x.com/giffmana/status/2064078394485014696
https://x.com/giffmana/status/2064438217948954710
https://x.com/giffmana/status/2064406912477651331
https://x.com/giffmana/status/2064446918541881734
https://x.com/giffmana/status/2064435252425101549"
Pushmeet Kohli,P0,person,,,,,DeepMind 科学 AI 负责人，handle 待补,,,[2026-06扩充] 来源:seed · 赛道:AI4Science,,,,"au:""Pushmeet Kohli""",https://openalex.org/A5013834379,,,,,,,,
贾扬清 Yangqing Jia,P0,person,,,,,Caffe 作者、Lepton AI 创始人,https://x.com/jiayq,,[2026-06扩充] 来源:seed · 赛道:AI infra·MLSys,,,,"au:""Yangqing Jia""",,,,,,,,,
王鹤 He Wang,P0,person,,,,,北大具身智能、银河通用创始人，handle 待补,,,[2026-06扩充] 来源:seed · 赛道:世界模型·具身,,,,"au:""He Wang""",,,,,,,,"arxiv:2605.31120,arxiv:2605.31120,arxiv:2606.06953","https://arxiv.org/abs/2605.31120
https://arxiv.org/abs/2605.31120
https://arxiv.org/abs/2606.06953"
MiniMax,P0,company,业界,,,,中国大模型旗舰（海螺AI/abab/MiniMax-01），handle 待 Stage3 核实,,,[2026-06扩充] 来源:seed · 赛道:产业·机构,,,,,,,,,,,,,
阶跃星辰 StepFun,P0,company,业界,,,,中国大模型公司（Step 系列/跃问），handle 待 Stage3 补,,,[2026-06扩充] 来源:seed · 赛道:产业·机构,,,,,,,,,,,,,
vLLM,P0,lab,其他,,,,,https://x.com/vllm_project,,,official,,,,,,,,,,,,
SemiAnalysis,P0,media,其他,,,,,,,,media,,,,,,,,,,,,
Unitree,P1,company,业界,Unitree,Embodiment,,,https://x.com/UnitreeRobotics,不活跃,,official,,,,,,https://github.com/unitreerobotics,http://www.unitree.com,,,,,
Karthik Narasimhan,P1,person,业界,Sierra AI,Agents,Head of Research at SierraPlatform； Associate Professor at PrincetonCS； Previously at OpenAI,Sierra AI研究负责人兼普林斯顿副教授，Agent领域先驱，在语言模型与交互式决策系统研究上成果丰硕。,https://x.com/karthik_r_n,一般,,employee,,,"au:""Karthik Narasimhan""",,,,http://www.karthiknarasimhan.com/,https://arxiv.org/search/?searchtype=author&query=Karthik+Narasimhan&start=0,,,"x:2057467748893048876,x:2057573179556532611,x:2057467748893048876","https://x.com/karthik_r_n/status/2057467748893048876
https://x.com/karthik_r_n/status/2057573179556532611
https://x.com/karthik_r_n/status/2057467748893048876"
Georges Harik,P1,person,业界,创业公司,Reasoning,"Early google employee. worked on ai, gmail. like to invest and think about ai. Now at Notbad focus on reasoning training",Google早期员工，参与Gmail等核心产品，现在Notbad专注推理训练研究，兼具产业实战与AI推理理论视角。,https://x.com/gharik,非常,,employee,,,"au:""Georges Harik""",,,,,https://arxiv.org/search/?searchtype=author&query=Georges+Harik&start=0,,,,
Shengbang Tong,P1,person,学界,NYU,Multimodal,纽约大学博士，师从 Yann LeCun 教授和 Saining Xie 教授，是伯克利人工智能实验室（BAIR）的研究员。,NYU博士生，师从LeCun与Saining Xie，主导MMSTAR等多模态评测工作，在视觉语言模型评估方向活跃。,https://x.com/TongPetersb,一般,,employee,,,"au:""Shengbang Tong""",https://openalex.org/A5055545928,https://scholar.google.com/citations?hl=en&user=hYlbtl8AAAAJ,https://github.com/tsb0601,https://tsb0601.github.io/,https://arxiv.org/search/?searchtype=author&query=Shengbang+Tong&start=0,,,arxiv:2606.06538,https://arxiv.org/abs/2606.06538
Yanjun Han,P1,person,学界,NYU,Generative AI,AP of math and data science at NYU,NYU数学与数据科学助理教授，专注生成模型理论分析，为扩散模型与统计学习提供严格理论支撑。,https://x.com/yanjun_han,一般,,employee,,,"au:""Yanjun Han""",,https://scholar.google.com/citations?hl=en&user=hdTDzlQAAAAJ&view_op=list_works&sortby=pubdate,,https://yanjunhan2021.github.io,https://arxiv.org/search/?searchtype=author&query=Yanjun+Han&start=0,,,,
Mike Shou,P1,person,学界,NUS,Multimodal,AP at NUS,NUS助理教授，专注多模态学习研究，在视觉语言模型方向持续产出成果。,https://x.com/mikeshou1,一般,,employee,,,"au:""Mike Shou""",,https://scholar.google.com/citations?user=h1-3lSoAAAAJ&amp;hl,https://github.com/showlab,https://sites.google.com/view/showlab,https://arxiv.org/search/?searchtype=author&query=Mike+Shou&start=0,,,x:2061312672877178883,https://x.com/MikeShou1/status/2061312672877178883
Hao Su,P1,person,学界,UCSD,"CV, Embodiment",AP at UCSD,UCSD助理教授，横跨计算机视觉与具身智能，在3D点云理解和机器人操作方向有代表性工作。,https://x.com/haosu_twitr,一般,,employee,,,"au:""Hao Su""",,https://scholar.google.com/citations?user=1P8Zu04AAAAJ&hl=en,,https://cseweb.ucsd.edu/~haosu/,https://arxiv.org/search/?searchtype=author&query=Hao+Su&start=0,,,,
Miles Cranmer,P1,person,学界,Cambridge,TCS,AP at Cambridge,剑桥助理教授，专注AI辅助科学发现与符号回归，代表作PySR被广泛用于物理定律自动挖掘。,https://x.com/MilesCranmer,一般,,employee,,,"au:""Miles Cranmer""",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=10WfwCQAAAAJ&pagesize=100&citation_for_view=10WfwCQAAAAJ:hqOjcs7Dif8C,https://github.com/MilesCranmer,http://astroautomata.com,https://arxiv.org/search/?searchtype=author&query=Miles+Cranmer&start=0,,,"x:2062199716142608478,x:2062199738674331922,x:2062199740662509657,x:2063169819474546837,arxiv:2606.06576","https://x.com/MilesCranmer/status/2063169819474546837
https://x.com/MilesCranmer/status/2062199738674331922
https://x.com/MilesCranmer/status/2062199716142608478
https://x.com/MilesCranmer/status/2062199740662509657
https://arxiv.org/abs/2606.06576"
